Table S1. Sample information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample ID,original_sample_description,APC (cfu/g),Post-Enrichment APC (CFU/mL),ESBL Count (CFU/mL),MAC (CFU/mL),CTX-M ARG (WGS-confirmed),NDM ARG (WGS-confirmed),SHV ARG (WGS-confirmed),TEM ARG (WGS-confirmed),gDNA (ng/uL),CTX-M_qPCR _normalized_25ng,CTX-M_qPCR_normalized_CT_value,CTX-M_qPCR_non-normalized,CTX-M_qPCR_non-normalized_CT_value,NDM_qPCR,NDM_qPCR_CT_value,sample_collected_by,sample_collected_by_laboratory_name,sample_collection_project_name ,sample_plan_name,sample_plan_ID,sample_collector_contact_name,sample_collector_contact_email,purpose_of_sampling,specimen_processing,geo_loc_name (country),geo_loc_name (state/province/region),sample_collection_date,sample_collection_date_precision,sample_received date,environmental_site,available_data_types,available_data_types_details,food_product,food_product_properties,sample_storage_method,food_packaging,food_quality_date,Preparation Instructions,RTE eat?,Collection date (YYYY-MM-DD),16S-SEQID,16S comments
CFIA-AMR-2023-0057,Frozen Mango,15,17000000000,600,2200,,,,,162.43,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2079,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/14/2024,"Thaw contents by placing in the open or in a dish containing water. Once thawed, do not refreeze",RTE,6/5/2023,2024-16S-0363,
CFIA-AMR-2023-0058,Frozen Mango,17,23000000000,20,200,,,,,143.11,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2080,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/12/2024,Thaw before serving + do not refreeze,RTE,6/15/2023,2024-16S-0293,
CFIA-AMR-2023-0059,Frozen coconut-chunks,10,540000000,3300000,6800000,,,,,158.90,POS,17.55,POS,14.27,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2081,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],4/20/2023,day [UO:0000033],4/20/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/22/2024,Coconut may be used immediately from frozen but the package also suggests a cooking recipe,Cook,6/5/2023,2024-16S-0355,
CFIA-AMR-2023-0060,Frozen coconut-shredded,20,43000000000,ND,60,,,,,156.93,NEG,ND,POS,33.17,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2082,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/8/2023,day [UO:0000033],5/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw before serving + do not refreeze,RTE,6/15/2023,2024-16S-0337,
CFIA-AMR-2023-0061,Frozen coconut-chunks,1,24000000000,350000,130000,,,,,156.52,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2083,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/8/2023,day [UO:0000033],5/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/14/2024,Thaw before serving + do not refreeze,RTE,6/12/2023,2024-16S-0379,
CFIA-AMR-2023-0062,Frozen coconut-chunks,1,36000000000,800000,1300000,,,blaSHV-187,,157.53,POS,17.19,POS,12.69,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2084,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/2/2025,Thaw before serving + do not refreeze,RTE,6/15/2023,2024-16S-0366,
CFIA-AMR-2023-0063,Frozen coconut-shredded,7,42000000000,ND,ND,,,,,6.41,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2085,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/1/2023,day [UO:0000033],6/1/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw in refrigerator for 4-6 hours + defrost in microwave for 30 sec,RTE,6/12/2023,2024-16S-0197,
CFIA-AMR-2023-0064,Frozen coconut-shredded,6100,20000000000,70000000,70000000,CTX-M-15,,,,120.41,TRUE_POS,23.53,TRUE_POS,18.07,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2086,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/1/2023,day [UO:0000033],6/1/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,coconut meat (frozen) [FOODON_00003857],"Ready-to-eat (RTE) [FOODON:03316636];sliced, thin, below 0.5 cm [FOODON:03430145];frozen [FOODON:03302148]",Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",Missing [GENEPIO:0001618],Thaw at room temperature for a few minutes,RTE,10/23/2023,2024-16S-0207,
CFIA-AMR-2023-0065,Frozen Peaches,3,13000000000,380,360,,,,,158.40,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2087,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/23/2023,day [UO:0000033],5/23/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",11/16/2024,none,RTE,6/1/2023,2024-16S-0384,
CFIA-AMR-2023-0066,Frozen Peaches,0,,2,0,,,,,163.21,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2088,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/24/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,3/2/2023,2024-16S-0382,
CFIA-AMR-2023-0067,Frozen Peaches,1,,0,0,,,,,153.36,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2089,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/21/2025,Thaw before serving + do not refreeze,RTE,6/15/2023,2024-16S-0271,
CFIA-AMR-2023-0068,Frozen Peaches,0,2100000000,240,240,,,,,145.40,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2090,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/27/2025,Thaw before serving + do not refreeze,RTE,3/2/2023,2024-16S-0296,
CFIA-AMR-2023-0069,Frozen Peaches,2,18000000000,1300,4900,,,,,144.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2091,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/13/2025,Thaw before serving + do not refreeze,RTE,5/16/2023,2024-16S-0292,
CFIA-AMR-2023-0070,Frozen Peaches,1,66000000000,10,2,,,,,153.15,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2092,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/11/2025,Refrigerate for 4-6 hours + microwave to defrost for 30 sec,RTE,5/8/2023,2024-16S-0294,
CFIA-AMR-2023-0071,Frozen Avocado,0,84000000000,0,0,,,,,1.99,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2093,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/8/2023,day [UO:0000033],5/8/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",4/30/2024,Thaw before serving + do not refreeze,RTE,12/8/2022,2024-16S-0191,
CFIA-AMR-2023-0072,Frozen Avocado,0,14000000000,42,3,,,,,18.75,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2094,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",9/29/2024,Thaw before serving + do not refreeze,RTE,12/8/2022,2024-16S-0224,
CFIA-AMR-2023-0073,Frozen Avocado,1,74000000000,100,90,,,,,134.37,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2095,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/29/2023,day [UO:0000033],5/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/10/2025,Thaw before serving + do not refreeze,RTE,5/16/2023,2024-16S-0295,
CFIA-AMR-2023-0074,Frozen Avocado,0,6600000000,130,200,,,,,140.16,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2096,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/29/2023,day [UO:0000033],5/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/11/2026,Thaw before serving + do not refreeze,RTE,12/8/2022,2024-16S-0265,
CFIA-AMR-2023-0075,Frozen Avocado,0,8400000000,40,0,,,,,135.95,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2097,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/5/2023,day [UO:0000033],6/5/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/2/2026,Thaw before serving + do not refreeze,RTE,1/11/2023,2024-16S-0289,
CFIA-AMR-2023-0076,Frozen Avocado,1,6600000000,35,8,,,,,142.88,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2098,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,Avocado [FOODON:00003600],Ready-to-eat (RTE) [FOODON:03316636];sliced [FOODON:03430137];frozen [FOODON:03302148],Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",9/29/2024,Thaw before serving + do not refreeze,RTE,5/29/2023,2024-16S-0290,
CFIA-AMR-2023-0077,Frozen Peaches,118,11000000000,0,0,,,,,154.34,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2099,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/29/2023,day [UO:0000033],5/29/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/8/2025,Thaw before serving + do not refreeze,RTE,9/25/2023,2024-16S-0365,
CFIA-AMR-2023-0078,Frozen Peaches,32,11000000000,0,0,,,,,158.31,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2100,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/12/2023,day [UO:0000033],6/12/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/18/2025,Thaw before serving + do not refreeze,RTE,6/12/2023,2024-16S-0360,
CFIA-AMR-2023-0079,Frozen Peaches,15,6000000000,1300,1400,,,,,159.56,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2101,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/13/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,6/15/2023,2024-16S-0351,
CFIA-AMR-2023-0080,Frozen Peaches,372,17000000000,5,17,,,,,167.85,POS,16.97,POS,29.84,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2102,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/8/2025,Thaw before serving + do not refreeze,RTE,7/4/2023,2024-16S-0377,
CFIA-AMR-2023-0081,Frozen Peaches,0,7800000000,0,0,,,,,120.79,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2103,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/15/2023,day [UO:0000033],6/15/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",5/16/2025,Thaw before serving + do not refreeze,RTE,1/11/2023,2024-16S-0195,
CFIA-AMR-2023-0082,Frozen Peaches,59,48000000000,900,100,,,,,171.37,POS,30.44,POS,26.25,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2104,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/26/2023,day [UO:0000033],6/26/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",2/1/2025,Suggestion: Cook thoroughly before consumption,Cook,6/12/2023,2024-16S-0343,
CFIA-AMR-2023-0083,Frozen Peaches,0,60000000000,70,200,,,,,113.83,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2105,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],6/26/2023,day [UO:0000033],6/26/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",12/29/2023,Thaw before serving + do not refreeze,RTE,1/24/2023,2024-16S-0218,
CFIA-AMR-2023-0084,Frozen Mango,1,72000000000,ND,ND,,,,,21.96,NEG,ND,NEG,ND,NEG,ND,Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552],Ottawa Laboratory (Carling)_R&D,GRDIAMR2_WP4.2,WP4.2_ Frozen stone fruit,WP4.2_2106,Catherine Carrillo,Catherine.Carrillo@inspection.gc.ca,Survey study [GENEPIO:0100582],Isolated from single source [GENEPIO:0100926],Canada [GAZ:00002560],      Ontario [GAZ:00002563],5/16/2023,day [UO:0000033],5/16/2023,Retail environment [ENVO:01001448],Microbiological characterization [GENEPIO:0100714]; Metagenomic sequencing [GENEPIO:0101024]; Colony count [GENEPIO:0100728],,,,Frozen at -20 degrees celsius,"Plastic bag, sack or pouch [FOODON:03490166]",3/27/2025,Refrigerate for 2-3 hours + microwave to defrost for 30 sec,RTE,5/29/2023,2024-16S-0233,
